Row	Empty	ACE_BATCH_mu=0.3_S	FRU_BATCH_mu=0.65_S	FUM_BATCH_mu=0.42_S	GAL_BATCH_mu=0.26_S	GAM_BATCH_mu=0.46_S	GLC_BATCH_mu=0.58_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	SUCC_BATCH_mu=0.44_S	XYL_BATCH_mu=0.55_S	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.40_V	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.41_P	GLC_CHEM_mu=0.46_P	GLC_CHEM_mu=0.51_P
P0ABH0		1.26651644451322E-06	9.59229823486511E-07	1.04123437306766E-06	8.86326595077746E-07	8.55160259054815E-07	1.01258855459869E-06	1.03501589175723E-06	9.30241070259137E-07	1.08619373180003E-06	8.75264331209321E-07	1.14389074103992E-06	1.06332755469605E-06	1.0872368908658E-06	1.08647887484707E-06	1.12874370884312E-06	1.86468456959666E-06	1.94590001864351E-06	2.05544526807039E-06	1.54596173548097E-06	1.69888227429966E-06	1.01466166988586E-06	1.09770881439174E-06	9.94128954308251E-07	1.05132075072012E-06	9.52708461838949E-07	9.75633063135417E-07	9.90266106515804E-07	1.08437650797291E-06
P0A9A6		6.95995526735555E-06	8.77673358768534E-06	7.73250096133908E-06	7.05308954463594E-06	8.49452276550411E-06	1.07542219923865E-05	8.23657420207256E-06	8.98090048082862E-06	8.38789534761827E-06	8.50876994271822E-06	1.07988595638739E-05	5.88961639479655E-06	6.20321602528249E-06	6.2404604166028E-06	6.77358461799349E-06	1.23216013489488E-05	1.19105928063127E-05	1.11569094136091E-05	1.05350627473631E-05	1.07081613500404E-05	1.18461063534414E-05	1.19698022551991E-05	1.20729922992723E-05	1.17482363480549E-05	1.18214220738871E-05	1.14271075984231E-05	1.15394059438339E-05	1.20512799648082E-05
P0A725		1.96858092377439E-07	1.70541835133036E-07	2.58312657973499E-07	3.02530928887354E-07	2.28453741217649E-07	2.32921944685117E-07	2.18546134854856E-07	2.41437632147782E-07	2.19976119611646E-07	2.12082455101057E-07	1.95397835021861E-07	2.68096259929966E-07	2.98142215367143E-07	2.07210936320216E-07	1.85152802077015E-07	NaN	NaN	NaN	NaN	NaN	7.10142113859707E-07	3.90294501790228E-07	3.63653669531466E-07	2.71574269922689E-07	NaN	2.46796013850275E-07	2.81887961040073E-07	2.73175968020424E-07
P10408		9.86500138185276E-07	1.30985037269094E-06	1.31757483369135E-06	1.00677429687756E-06	1.41622113691872E-06	1.25146377582528E-06	1.18500189691795E-06	1.35105578902117E-06	1.59001130431344E-06	1.20409550584642E-06	1.19022423173322E-06	1.98560199466455E-06	1.83193924526752E-06	1.75174276328585E-06	1.74883162923622E-06	3.72594742262877E-06	3.74506877990127E-06	3.44903997770634E-06	3.11612708372001E-06	3.22079135510628E-06	3.36495110807198E-06	3.39391249505207E-06	3.53609488247076E-06	3.22366735862737E-06	3.11887874564087E-06	2.95370490663282E-06	3.01149763025067E-06	2.91115486996537E-06
P08337		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A8H8		1.13481098595441E-07	NaN	1.87330661384877E-07	NaN	2.02295355716309E-07	1.67595365493422E-07	1.59478066486184E-07	NaN	1.74245884113644E-07	NaN	6.68399830709818E-08	5.82645235449891E-08	5.42142733396436E-08	9.77872920163401E-08	1.0041424949984E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P36680		4.0152662473918E-07	6.5646366681592E-07	5.40101080936537E-07	6.53878468863327E-07	4.84179807994697E-07	5.21283777162698E-07	5.1251413048249E-07	5.06128908506529E-07	4.19361556602493E-07	5.68803818334306E-07	7.17961696192564E-07	4.35606765121809E-07	3.82499721451631E-07	3.48566408613133E-07	3.4404226467978E-07	8.9769740458225E-07	8.94074410572726E-07	7.31744151201518E-07	7.18560478555748E-07	7.81006805858807E-07	4.76141724166848E-07	NaN	4.57097785898556E-07	4.88837080702538E-07	4.27507444814534E-07	4.79753920288558E-07	NaN	3.88100541895154E-07
P0A6I9		1.40697309633175E-07	8.12759682786128E-08	1.17596743441268E-07	7.71639435537925E-08	8.79628528605994E-08	1.26507126506294E-07	7.81474928401283E-08	7.89670884967443E-08	1.29662930051992E-07	6.85942610438127E-08	9.48853618285039E-08	1.23706177035747E-07	1.05235202600379E-07	1.00680655287836E-07	1.02322269888995E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P60560		1.42217829462052E-06	1.98008386471198E-06	2.30991622110991E-06	1.65971923912958E-06	1.98313980301898E-06	2.02815374746813E-06	2.18923530064182E-06	1.71202096448614E-06	2.44992893247415E-06	2.25697938079359E-06	2.00262039942056E-06	6.65831084747532E-07	8.42752532824554E-07	1.21057899951361E-06	2.2253316623043E-06	1.41412500902326E-06	1.48915117663717E-06	2.16232359135137E-06	3.41497377014456E-06	2.75810482847322E-06	3.02978676441847E-06	2.85235532683757E-06	3.33312171454157E-06	3.89281481087602E-06	4.4698219075293E-06	4.92370914337811E-06	5.62984356696949E-06	5.73601098933628E-06
P30011		8.85380100069192E-07	1.11241487894741E-06	9.7146083357976E-07	1.15734530859819E-06	9.30043919164744E-07	1.11831236746467E-06	1.07035380681225E-06	1.16090959668627E-06	1.20182762393736E-06	1.09144254827205E-06	1.44674476039446E-06	7.69859743149677E-07	7.52758290600781E-07	8.38718919924882E-07	8.05932847513246E-07	1.99642065733188E-06	2.01508914035318E-06	1.79232532812865E-06	1.53041305285676E-06	1.59774035820043E-06	8.36800497288253E-07	8.9715350804559E-07	8.6630253301681E-07	8.37618013870742E-07	7.8556041218456E-07	7.53462043650952E-07	7.64545017175605E-07	7.66786042970218E-07
P13016		2.56344328560397E-07	NaN	1.97830370620704E-07	2.29032784953555E-07	5.56336235548686E-07	2.96317252617823E-07	2.02192342450751E-07	NaN	2.43525580673557E-07	2.51070208250498E-07	NaN	2.38672675539746E-07	1.24564611078012E-07	4.19013514353893E-07	2.17626560857142E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AE14		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P15993		1.90272819449499E-07	2.32217052224608E-07	3.28680520625687E-07	9.84301351381072E-08	2.96173614402468E-07	3.54060491453118E-07	2.64729397086961E-07	1.81740571763567E-07	2.23981540766621E-07	2.20722562477347E-07	1.25509833294917E-07	3.4076801111517E-07	3.5407412074923E-07	3.39005729976887E-07	4.3168026000518E-07	1.94444075716745E-06	2.36938776286796E-06	2.67205872074701E-06	2.28007089666093E-06	2.04402277306814E-06	8.0507595367295E-07	8.16182922018222E-07	8.77638637130117E-07	8.18768343947861E-07	9.1290243969572E-07	8.40175235469704E-07	8.72683093624328E-07	8.05874206489342E-07
P0ACL9		1.14181194056219E-07	1.46368141995159E-07	1.6444921955963E-07	5.31654789607866E-08	7.97235376035695E-08	1.81344599410632E-07	9.15278684434869E-08	8.05300383535468E-08	6.52340199159433E-07	7.06616456530376E-08	1.87480200761699E-07	7.66178484616607E-08	6.86568976965232E-08	8.91701014034079E-08	1.13489800990225E-07	5.75351576457032E-07	5.53613612399883E-07	7.11163532452968E-07	7.35870338823477E-07	9.13447364651434E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AFG8		5.34967007361731E-06	1.60029168581374E-05	8.95716327367943E-06	7.42975614782579E-06	8.06308225749963E-06	1.03023753901227E-05	7.75160229772519E-06	9.34826993863365E-06	3.1783721335781E-05	9.24228190279691E-06	1.84729950082127E-05	1.26964752934373E-05	1.06663498315673E-05	1.1060510097307E-05	1.1006322084429E-05	2.9485233552905E-05	3.34897489593772E-05	3.02519496601706E-05	2.94978637125771E-05	3.00923869656678E-05	2.86578863410725E-05	2.89306916315516E-05	2.90817616871718E-05	2.91114622418224E-05	2.96813059589177E-05	2.89025797069102E-05	2.96551770277666E-05	2.99638838798881E-05
P06959		7.80278269019935E-06	1.91047994826773E-05	1.26861052926254E-05	1.11284113507496E-05	1.09388721642861E-05	1.60479959760416E-05	1.07678477366207E-05	1.29881704911216E-05	4.41392379342078E-05	1.34390141486384E-05	2.45791502992258E-05	1.48566589877421E-05	1.24444860675053E-05	1.3213507833708E-05	1.32185594891607E-05	1.77181515648584E-05	1.74244374532807E-05	1.69964209665444E-05	1.58000278336213E-05	1.92741268532268E-05	2.28373288717361E-05	2.31932689270755E-05	2.30893199063348E-05	2.26610382100524E-05	2.34224270341414E-05	2.27631513850319E-05	2.29234657186369E-05	2.42530291873907E-05
P0A9P0		1.98368110774404E-05	2.39586968670504E-05	2.38945052803269E-05	2.05217838030967E-05	2.48383281208126E-05	2.23169202008069E-05	1.96516356623224E-05	2.44664361187515E-05	4.88675470328051E-05	2.79247295220247E-05	2.720042830774E-05	1.96575233084775E-05	2.16068676059092E-05	2.28935901209044E-05	2.55012910956876E-05	3.79526737467768E-05	5.60017254311718E-05	6.0512101376224E-05	5.39328952130107E-05	4.80722495283532E-05	5.47596604748843E-05	5.54354573171169E-05	5.93091337032551E-05	6.04125617276525E-05	6.28488526822326E-05	5.93954487275874E-05	5.88130746143297E-05	5.36791858913491E-05
P36683		4.99779990723211E-05	1.49298394798377E-05	3.86141269011221E-05	2.93156955573368E-05	2.64134009511833E-05	1.34578422922075E-05	2.05703070915684E-05	3.14818509131944E-05	3.29998799138005E-05	3.81239959589804E-05	1.20792618623515E-05	3.64506567039859E-05	3.96979843409437E-05	4.24802756864946E-05	2.94306720263297E-05	4.55536145400373E-05	5.96167186622589E-05	4.68660441199877E-05	3.14117606174698E-05	2.33473281877963E-05	0.000112208168445711	0.000111497398515146	0.000113004232249332	9.9395389719181E-05	8.12433831867338E-05	6.74958967058125E-05	5.88102071380564E-05	4.97433850335811E-05
P0A8E5		2.74699956422664E-07	NaN	2.29666281454619E-07	2.08745657864022E-07	3.68694953354788E-07	3.02270529159295E-07	1.81206881568561E-07	NaN	1.85819337199626E-07	2.02272130021433E-07	NaN	2.71671582965681E-07	2.67466758609148E-07	2.18406994196873E-07	2.44600731456764E-07	NaN	NaN	NaN	NaN	NaN	1.37659422311058E-06	NaN	NaN	5.96573307093161E-07	NaN	5.41994962178322E-07	6.0883040002537E-07	6.41070488926816E-07
P0A7F6		9.86303236336932E-07	1.79245724645408E-06	1.69166164406895E-06	1.1295671996765E-06	1.89227686483481E-06	3.15419119996875E-06	1.57629211167771E-06	1.30451037987103E-06	1.15509100121449E-06	1.53220504623313E-06	1.7115255999695E-06	6.80820957623198E-07	8.19044372238721E-07	1.04873935391452E-06	1.46571507443367E-06	NaN	NaN	NaN	NaN	NaN	1.01320085905654E-06	1.03239087942975E-06	1.1690693347151E-06	1.46565681037975E-06	1.59146694864914E-06	1.8541089244958E-06	2.1847593750389E-06	2.37441047316033E-06
P09158		6.88040692062468E-07	9.73033648260038E-07	1.30986844332769E-06	1.0394704972149E-06	1.13796659276056E-06	1.84218472788688E-06	1.02992677454057E-06	9.26886446176244E-07	8.47720214995306E-07	9.55736301941982E-07	8.45058663462184E-07	6.96737766100715E-07	7.41896082332374E-07	7.8164837771466E-07	1.03891710189486E-06	1.60131303284871E-06	2.02615939982673E-06	2.06364732395306E-06	3.07813596598125E-06	2.14521500852862E-06	1.36076578901933E-06	1.25751498851202E-06	1.35502226875054E-06	1.51599792658559E-06	1.79158912410453E-06	1.90502117252363E-06	1.92443327105796E-06	2.29694181962692E-06
P0AA95		1.57959038337976E-07	NaN	1.06918737256153E-07	1.02687927243318E-07	9.76810195740194E-08	1.16336945747945E-07	8.1139970004982E-08	NaN	6.48113372814988E-08	9.27982638744557E-08	NaN	1.65312343621737E-07	1.28846595183821E-07	1.19068188542195E-07	1.34833440833615E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P36649		1.42071246974952E-06	1.11702182046666E-06	2.00526616709376E-06	1.65471007194698E-06	1.00116323011295E-06	1.83185508436403E-06	1.89679213414277E-06	1.53931500530945E-06	1.56799155183333E-06	1.56510766732523E-06	1.11117413842504E-06	1.12868975656379E-06	1.2480895028405E-06	1.31492877489211E-06	1.35454482764203E-06	2.57524426971471E-06	2.26975542760603E-06	2.84883063679507E-06	2.92959321159073E-06	2.7521671438465E-06	1.30489247843753E-06	1.21002825407024E-06	1.33539198538335E-06	1.38630305250232E-06	1.48973709647256E-06	1.32779356176833E-06	1.40257754893873E-06	1.57773514954019E-06
P15877		6.12583528180518E-08	6.06382302551374E-08	NaN	8.48143079781285E-08	1.67187038024349E-07	7.67193078112397E-08	NaN	6.33185295646113E-08	NaN	5.19381623996796E-08	1.41489386722032E-07	2.82609423067536E-07	2.06357765099134E-07	1.32318953669623E-07	1.41249627044205E-07	9.91291416494974E-07	7.08597245029554E-07	7.66665787904438E-07	8.56787763891367E-07	1.28832660591476E-06	2.55422922077867E-07	2.37502723458564E-07	2.12206170349508E-07	2.01114551445839E-07	2.70950436256577E-07	2.44687118336215E-07	3.07405847170572E-07	2.9740183824719E-07
P0A9M2		1.16410560539133E-06	1.99349669444882E-06	1.39945275495866E-06	1.53902107897064E-06	1.68589066028459E-06	2.27599431967681E-06	1.60000320462725E-06	1.26755233386688E-06	1.51489456184929E-06	1.77748267685212E-06	1.6961051505562E-06	9.26247021119295E-07	1.04417512980174E-06	1.22032837575451E-06	1.2642879808021E-06	3.51103343075821E-06	4.19069704307281E-06	3.87041430875857E-06	4.28036614480855E-06	5.30944740159732E-06	3.41482807574479E-06	3.57863321090119E-06	3.53007864920892E-06	3.58713003887008E-06	3.21416012797677E-06	3.30596624104437E-06	3.49546357734312E-06	3.92546381856709E-06
P61517		4.64688362091221E-06	5.6094527933132E-06	4.23263090068349E-06	4.79306715655512E-06	4.87669513314516E-06	6.45292653691767E-06	4.89022231720183E-06	4.67020853431071E-06	5.10858257538591E-06	4.50048175437043E-06	6.21261951661162E-06	2.78507070932482E-06	3.08731054028795E-06	3.24025236806717E-06	4.02395888248101E-06	1.38882443419008E-05	1.48197563572386E-05	1.29533609293597E-05	1.41538802499047E-05	1.35615207293474E-05	1.18532737064678E-05	1.14482328167145E-05	1.18885420393735E-05	1.11587977614118E-05	1.01578841442158E-05	1.02630301404937E-05	1.0127416607419E-05	1.05763455939596E-05
P36879		2.96052867976385E-07	3.24848876351393E-07	2.63126675604266E-07	2.978405268891E-07	2.39612347661319E-07	4.82215399859284E-07	4.81007348613043E-07	4.09969371584956E-07	2.40285013809482E-07	5.30128123239088E-07	3.57808533228604E-07	4.93235675682672E-07	4.37705866815784E-07	4.41510462109796E-07	5.14267613123994E-07	1.37251089727497E-06	1.34523780348105E-06	1.2373530929752E-06	1.0139351290545E-06	1.04432802324552E-06	7.70762632167779E-07	6.76150963041596E-07	6.65161846608541E-07	6.84753792191817E-07	6.18639022989194E-07	5.85787029747334E-07	5.94867307479334E-07	5.75654467306494E-07
P0A790		5.85586096974277E-07	8.14748657537979E-07	7.30403358142875E-07	4.72728768387088E-07	7.56845445999485E-07	1.17750848926544E-06	7.29783220942154E-07	5.18022575709514E-07	8.71390442524201E-07	5.98176282688011E-07	8.40567795738311E-07	2.4653838621832E-07	3.65347593027799E-07	4.84114187962541E-07	5.73809072914976E-07	NaN	NaN	NaN	NaN	NaN	2.78664767062473E-06	3.43077583714514E-06	3.50247359009849E-06	3.41349199165557E-06	3.34247019281349E-06	3.29677315518095E-06	4.31640198770963E-06	4.74466090447403E-06
P31663		2.38831003049379E-06	2.23672960683752E-06	2.35274711048322E-06	2.33998691146852E-06	2.25188744495749E-06	2.27810277178525E-06	2.59013193891168E-06	1.90350138230856E-06	2.85896495614949E-06	2.03114686767834E-06	2.39732979756099E-06	2.16293801723603E-06	2.18315870994621E-06	1.95335567066774E-06	2.07298932848785E-06	5.7327338683768E-06	5.26471348945194E-06	4.61036051584277E-06	4.09207109503575E-06	4.28892043621993E-06	8.18480535717966E-06	8.31841820163313E-06	8.10853860207507E-06	7.54273519025081E-06	7.32828341484354E-06	6.86903242557885E-06	6.71451041585535E-06	6.9378726911885E-06
P31057		5.79742487675097E-06	3.78134699938365E-06	4.97311794184719E-06	3.38428442433211E-06	4.26725468620792E-06	4.56991934131782E-06	4.28177737416706E-06	3.87710678380395E-06	4.1999558055416E-06	3.53452555115266E-06	4.1087471838504E-06	5.49204047322501E-06	4.91738700150944E-06	4.83793402034615E-06	4.61112409812007E-06	1.4858703542841E-05	1.37956063978517E-05	1.09616702919847E-05	1.08891600924329E-05	1.01488113304588E-05	7.93373610750197E-06	7.98778724724049E-06	7.92001443975209E-06	7.82988375574709E-06	7.68709913833454E-06	7.02123724212872E-06	7.0404340563574E-06	6.95069365398986E-06
P26281		3.50375900136107E-07	NaN	4.5089317397629E-07	3.00390648363879E-07	4.88174627513257E-07	3.79131581650094E-07	3.19375460982729E-07	NaN	3.79025556629784E-07	3.48822393735738E-07	NaN	4.76709738095365E-07	5.90526734592013E-07	5.88338164937933E-07	5.65241687246025E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ABF1		NaN	7.49520485547802E-08	NaN	NaN	5.11260074923397E-08	7.67724620660742E-08	6.27085979131761E-08	NaN	5.55324470682159E-08	6.62928328939208E-08	7.45772611976551E-08	7.52406869960518E-08	9.61873943768063E-08	1.15000706841686E-07	1.51032908059186E-07	NaN	NaN	NaN	NaN	NaN	2.23609055630494E-07	2.66229876682285E-07	3.00712228933218E-07	2.22761238682061E-07	2.66574899685345E-07	3.03194888765474E-07	2.75739144040232E-07	3.70767099755159E-07
P27305		5.8107923244552E-08	NaN	1.37189597090765E-07	NaN	7.99155962342695E-08	8.42672119977496E-08	8.33509722414344E-08	NaN	9.35537564237287E-08	9.04578284677859E-08	NaN	1.01804012957699E-07	3.82523913452229E-07	1.14057218818373E-07	9.47650126613616E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ABS1		7.97205264582551E-06	9.97559236930934E-06	1.09656189750882E-05	9.26422701480293E-06	1.33824917402714E-05	1.03539704534821E-05	1.2387921504653E-05	1.08187007880591E-05	9.36018617330774E-06	1.06800308767425E-05	1.25995532362403E-05	8.72251698117693E-06	9.89556850052112E-06	9.92379572681862E-06	1.03067146084055E-05	1.85118891691118E-05	2.08677913431666E-05	2.25646105236552E-05	2.16833675501996E-05	1.86790500871624E-05	8.59061979395885E-06	8.03670243437109E-06	8.60129216218715E-06	8.85916247418467E-06	9.70664857338929E-06	9.1571152569579E-06	7.79325705543336E-06	8.7855726402246E-06
P0A823		NaN	NaN	1.01708504182525E-07	NaN	NaN	7.6170047177949E-08	NaN	NaN	NaN	NaN	NaN	NaN	1.62304132010562E-07	8.56267797158518E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37024		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A0A7H2C765		1.33759801176531E-05	1.29007962366186E-05	1.45228214103259E-05	1.11967864827921E-05	1.78347372995695E-05	1.30876229072846E-05	1.4662413813947E-05	1.35789464766289E-05	1.55878109595134E-05	1.17629113321518E-05	1.26504677727242E-05	1.74394723487427E-05	1.79641571158973E-05	1.63558471113557E-05	1.5726895469774E-05	1.44532301299417E-06	1.43379987926943E-06	1.17364878164105E-06	1.02948381167871E-06	9.04490518350109E-07	2.60749734181999E-06	2.35394396280455E-06	2.470966415132E-06	2.26068276630866E-06	2.38778183787193E-06	1.78456598632473E-06	1.62265177587135E-06	1.68142994777618E-06
P06971		1.27861496919479E-06	1.5674651025161E-06	1.7803148494092E-06	1.73528935676164E-06	1.61165999951904E-06	1.54677109760125E-06	1.6950763007947E-06	1.64067802163233E-06	1.6337488931062E-06	1.73168815739495E-06	1.81728643664738E-06	1.22381983318816E-06	1.2775553595686E-06	1.5079664244621E-06	2.11648096971123E-06	NaN	NaN	NaN	NaN	NaN	2.33384874479916E-06	2.33391021195748E-06	2.17820815211254E-06	2.26425175910739E-06	2.1525774822374E-06	2.25191060745931E-06	2.2679697974078E-06	2.26369974406763E-06
P07821		1.09652451544313E-07	NaN	9.71163671997614E-07	7.4386132661623E-08	2.15816283317589E-07	2.73726694313127E-07	2.42466891809579E-07	NaN	6.36036726116572E-08	1.60378336242045E-07	NaN	8.02461392460532E-08	5.12096268653983E-07	1.12149276371227E-07	1.2783736607338E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P07822		NaN	NaN	9.2694602857428E-08	NaN	9.40126997276494E-08	8.08830577732815E-08	5.73716959631186E-08	NaN	6.4710698559012E-08	9.09844264342866E-08	NaN	6.86462022857326E-08	NaN	1.28398236772742E-07	8.3223359915199E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P23893		3.36389305508757E-06	4.56559804405992E-06	4.3246717480602E-06	3.96434598407729E-06	4.20992518494397E-06	5.1548641976874E-06	4.84280013130275E-06	3.90222834369743E-06	4.33805226053798E-06	4.03428652499021E-06	4.74320399023761E-06	3.05075693668997E-06	3.49760687042644E-06	3.65006163259362E-06	3.97453741318545E-06	5.94417582432156E-06	6.34974987594336E-06	6.90628201129536E-06	7.03545181160717E-06	7.72246205066331E-06	5.15198056219614E-06	5.17276812752238E-06	5.39968265696655E-06	5.47584333975131E-06	5.46601907791747E-06	5.29860622318007E-06	5.12381616285978E-06	5.52366395449441E-06
P0ACC3		3.9162246176749E-06	6.59010234489657E-06	5.35602054582846E-06	4.87107355095326E-06	4.88992797280039E-06	6.39165739917834E-06	6.59458101531682E-06	5.63161329988536E-06	5.68836225563237E-06	7.0282690153441E-06	5.64025932698464E-06	2.62982223795176E-06	2.84892256639735E-06	3.54606828602393E-06	4.09571541397904E-06	4.46765480735648E-06	5.31176209221451E-06	5.55173512598429E-06	5.99907424743811E-06	7.01431767988494E-06	5.10494179036944E-06	5.37262241108272E-06	5.84957562886567E-06	6.27048754778174E-06	6.14354186706016E-06	6.40454245573293E-06	6.60753599171578E-06	6.91469542897323E-06
P37028		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AF12		2.96265084412933E-06	4.26077491350066E-06	3.53503418120954E-06	4.91504037745146E-06	3.96007611226635E-06	3.86183379458148E-06	3.80465833983191E-06	3.55073616919382E-06	3.96309250829667E-06	4.02812337841931E-06	5.05787133633567E-06	3.01111057680504E-06	3.34502792265619E-06	3.56837653617517E-06	4.28328130066586E-06	2.74507211391118E-06	2.94514189421494E-06	3.13041778231314E-06	3.08160800190704E-06	3.68639640469146E-06	1.99468516222187E-06	2.197036820855E-06	2.25761213630366E-06	2.14215408808416E-06	2.36411793257929E-06	2.48245073108549E-06	2.13630296239745E-06	2.26788432149492E-06
