Row	Empty	ACE_BATCH_mu=0.3_S	FRU_BATCH_mu=0.65_S	FUM_BATCH_mu=0.42_S	GAL_BATCH_mu=0.26_S	GAM_BATCH_mu=0.46_S	GLC_BATCH_mu=0.58_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	SUCC_BATCH_mu=0.44_S	XYL_BATCH_mu=0.55_S	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.40_V	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.41_P	GLC_CHEM_mu=0.46_P	GLC_CHEM_mu=0.51_P
P0A6D7		1.94167100450075E-06	2.64282045189912E-06	2.39341862569295E-06	1.84250830341104E-06	2.50402201534044E-06	3.74135081695643E-06	2.32934803719494E-06	2.37717049074027E-06	2.13042111632306E-06	2.53629084295123E-06	2.72431546757635E-06	1.23751199622123E-06	1.42994077133407E-06	1.60856321414786E-06	1.99010267805309E-06	2.57524426971471E-06	2.74305933946145E-06	2.97216339120265E-06	3.09886754281353E-06	3.86050139459362E-06	2.03907272884306E-06	2.08113667786782E-06	2.34573425512985E-06	2.4027250276233E-06	2.49017970265352E-06	2.50018157493229E-06	2.66991248318365E-06	2.96180192989229E-06
P02918		5.31634990528092E-08	1.60307965042317E-07	5.71738884049021E-08	NaN	7.58247474003595E-08	5.46425739699453E-08	NaN	1.04812942226309E-07	6.71260278986952E-08	1.36525398722402E-07	9.17110938790994E-08	7.89219455291216E-08	7.20921617814092E-08	6.72602128620109E-08	6.78095481439866E-08	NaN	NaN	NaN	NaN	NaN	1.5908381307874E-07	NaN	1.57132022499048E-07	1.27675216049072E-07	1.23644144690782E-07	1.385089551483E-07	1.50165302283378E-07	1.50877307977769E-07
P45799		7.06090028160644E-07	8.24251536907931E-07	9.29858212079312E-07	7.90036740463114E-07	9.15581904273034E-07	9.93275842008798E-07	8.53256259629557E-07	9.20100956554028E-07	1.10398665793569E-06	1.06029525373495E-06	9.97171026446712E-07	5.50043586139036E-07	6.58288528266418E-07	7.06483831857332E-07	7.50749904885726E-07	NaN	NaN	NaN	NaN	NaN	NaN	6.4053277379359E-07	5.73522620988361E-07	5.3778047129368E-07	6.19031300974342E-07	NaN	NaN	4.86647101216375E-07
P45800		6.57870953299578E-08	7.46120528707031E-08	8.65730742652191E-08	5.13211946799199E-08	8.71946183377995E-08	7.32288450771024E-08	6.26895375490688E-08	9.7608124593731E-08	5.38417165304377E-08	7.63567051426007E-08	5.36018428728974E-08	1.5286492268258E-07	1.69803652195876E-07	1.51293546138488E-07	1.37096876785456E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.25498061898803E-07	1.77294899675531E-07	1.04676698539525E-07	1.12587962995488E-07	2.23903019381454E-07
P64636		NaN	NaN	1.43945070391552E-07	NaN	1.27911048046199E-07	1.09125685175387E-07	8.23598333078523E-08	NaN	5.73036885839836E-08	6.83602175031457E-08	NaN	NaN	NaN	2.37863813877654E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ACG8		7.15410048982248E-08	6.65473552443961E-07	9.69341080960452E-08	5.89943280459948E-07	9.91790768934794E-08	NaN	1.54427069997736E-07	4.74564945544759E-07	7.89611416631428E-08	5.48559052066612E-07	6.18423146120047E-07	9.94999158902382E-08	1.55167491834214E-07	6.61070608335163E-08	9.29692287656864E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6Y5		3.1774926386555E-06	2.82791410231065E-06	3.84293320185715E-06	2.67776416216799E-06	3.59906350413956E-06	4.18614562141218E-06	3.86212533761557E-06	3.45867461055533E-06	3.34110494783925E-06	2.87229935283545E-06	3.32706566569621E-06	2.95022414970052E-06	3.41465250037662E-06	3.48132404122409E-06	3.46515208752782E-06	4.40873083534046E-06	3.5458041093774E-06	3.38327257256122E-06	3.09021261267966E-06	3.34130622528423E-06	1.65100572429093E-06	1.53562240074456E-06	1.71859776730427E-06	1.63351687782027E-06	1.42713618555718E-06	1.37427979027092E-06	1.50144629943856E-06	1.55112392381584E-06
P22259		1.55265202272803E-05	4.1174667326622E-06	1.65402315807433E-05	1.22892630763756E-05	1.15319492158877E-05	2.03267185912906E-06	1.00858488484957E-05	1.27343817430323E-05	1.7332342958333E-05	1.63191539600862E-05	5.1369033940305E-06	1.45775189522129E-05	1.53014645701017E-05	1.65220058354615E-05	1.03871694681482E-05	2.95579953492629E-05	3.44585476213964E-05	2.66364029161099E-05	1.47515233033926E-05	6.36273227114416E-06	5.57981829474796E-05	5.12438444561072E-05	4.7473533760607E-05	5.00457616345625E-05	3.60407019373578E-05	3.23613247110486E-05	2.25915576334894E-05	1.43501124617153E-05
P0AA16		1.53734399791846E-06	1.35767076565638E-06	2.1275382527608E-06	2.145335228541E-06	1.89690547783468E-06	1.4668093802451E-06	2.01574786653673E-06	1.81944517659515E-06	2.25623964717605E-06	1.59040387334565E-06	1.48144528047772E-06	2.2250956703088E-06	2.07700421132312E-06	1.82499936669603E-06	1.54242871772705E-06	9.75330115108567E-06	8.15445376693789E-06	5.56406336948892E-06	5.492962112052E-06	4.24282790132097E-06	6.81012023880357E-06	8.54397661441511E-06	7.43818876457893E-06	6.73965089419819E-06	5.76800182736491E-06	5.1348343383999E-06	4.50520873599933E-06	3.73837922978953E-06
P30128		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P46837		2.28515533994483E-07	4.20013668324553E-07	2.52131697064861E-07	2.09519801883151E-07	2.88606504352888E-07	3.00268385560526E-07	2.57295855085096E-07	2.98294698280002E-07	2.87565085633781E-07	3.19625462037533E-07	3.95719392487969E-07	2.44472644019907E-07	2.74143750774137E-07	3.45882709346819E-07	3.91162885859008E-07	5.44153572486124E-07	5.92359520557301E-07	6.3719407142517E-07	6.40867384795938E-07	8.09286286877597E-07	1.16992906083733E-06	1.2063395545972E-06	1.10364401354293E-06	1.27839086474596E-06	1.36523855545006E-06	1.36230985231853E-06	1.5442512064891E-06	1.60902366644588E-06
P0AEL3		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P33650		NaN	5.19173409585617E-08	NaN	NaN	6.16508204546996E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P64638		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P13001		1.32449309985888E-07	5.07953552011075E-08	NaN	NaN	NaN	1.20553849964821E-07	5.03765423357217E-08	NaN	7.1534003943617E-08	NaN	NaN	NaN	NaN	NaN	5.06373646415922E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P63020		4.80206415539023E-06	6.92804105508493E-06	5.42054423069844E-06	5.07674540168251E-06	7.38498085008714E-06	6.65021741277867E-06	6.3221893518587E-06	5.81156219742284E-06	5.9739749500499E-06	5.78093396535946E-06	8.46625958262202E-06	3.39957604560408E-06	3.8174009263286E-06	4.89477393215067E-06	5.31428572977041E-06	1.64704326834671E-05	1.60985726038784E-05	1.56398109874223E-05	1.51021989318978E-05	1.64326931625346E-05	1.16994055519829E-05	1.09985148061301E-05	1.20992890186287E-05	1.10818707931035E-05	1.07122907986916E-05	1.16440082219346E-05	1.06775408338075E-05	1.09096376469319E-05
P39835		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P15977		6.40368566780134E-08	1.31833326500866E-07	9.50917062867396E-08	9.76332221772389E-08	1.10472124378639E-07	1.1438795640401E-07	1.16859092342153E-07	1.41866290050994E-07	8.72336446515577E-08	8.16421884359965E-08	5.56579027946708E-08	1.19468757141566E-07	1.78464388409884E-07	1.76243562755007E-07	1.88875312444092E-07	NaN	NaN	NaN	NaN	NaN	1.90173345462922E-07	3.3226097590774E-07	2.10457270737313E-07	1.9270176876611E-07	2.65653642221941E-07	2.01460427349996E-07	NaN	1.59125352442083E-07
P00490		3.42521704185507E-07	7.4620552762805E-07	4.41621732613333E-07	4.03533954441978E-07	5.89082232083036E-07	4.86308277481546E-07	5.22558942367063E-07	7.57477929990131E-07	4.46332734228955E-07	4.63152663351555E-07	4.07911467111817E-07	5.84287235658886E-07	8.19044372238721E-07	9.36548144742258E-07	1.05577128199906E-06	2.79705201407562E-06	3.26899730317746E-06	3.95258582566905E-06	3.77254315114016E-06	2.45910718396494E-06	2.71102446659095E-06	2.73676476248262E-06	2.77051125623488E-06	2.79037571098055E-06	3.10869531688997E-06	3.13205336119511E-06	3.18927749676148E-06	2.94313256658207E-06
P06993		5.2069599895344E-08	7.39150617183452E-08	9.35860876038662E-08	NaN	1.18576998594179E-07	NaN	8.10446681844453E-08	1.25112230000635E-07	8.71330059290709E-08	8.65375991616141E-08	NaN	2.82953713433938E-07	3.82935177462391E-07	4.11801072575672E-07	3.67686752639503E-07	1.29280502906542E-06	1.68569860165389E-06	1.31957492924691E-06	8.11852574301011E-07	3.02016806182885E-07	4.54313731531983E-07	1.70857899302278E-06	2.41108563311625E-06	9.87931228495476E-07	1.36581416475172E-06	2.43175792786268E-07	NaN	2.86574552973373E-07
P0ACL0		1.12015273724438E-07	2.09862335996544E-07	1.27363454107802E-07	1.8463334856232E-07	1.15811354312099E-07	1.32885637086443E-07	1.71543276966135E-07	1.74650116315633E-07	1.3676802385956E-07	1.76293297007399E-07	1.73105816922634E-07	1.27572822689188E-07	1.36829955381091E-07	1.10534863531335E-07	1.12404848219921E-07	1.33789117673951E-06	1.15976063793788E-06	1.12841167588324E-06	1.08820650624976E-06	1.35379209489243E-06	2.24942150115632E-07	2.42356160557936E-07	1.22221628963998E-07	2.51727571492291E-07	2.15004221881209E-07	NaN	2.21262784684832E-07	NaN
P09391		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A6V5		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P13035		2.34685125242586E-07	2.95422249894527E-07	1.79723324881938E-07	2.72999611451748E-07	1.86162430737509E-07	2.39601662709329E-07	1.13333687396858E-05	3.08110785795286E-07	1.68730882121368E-07	2.57915981815007E-07	3.11420935695263E-07	2.16081930728894E-07	2.40323333938429E-07	2.09664005180832E-07	1.93645363416979E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AC86		3.58864557598037E-07	2.75583501728633E-07	2.79846967293017E-07	3.01688478043007E-07	2.54362450499078E-07	2.38591731867472E-07	2.77900108685139E-07	2.94882893104787E-07	3.82950466806769E-07	2.28485006576135E-07	2.75818634944556E-07	5.6641062048031E-07	4.50213131124841E-07	3.94147363339446E-07	4.10991333040422E-07	2.71734614586607E-06	2.49946331168215E-06	2.32264107627284E-06	1.99682321222183E-06	1.73460902078247E-06	5.75854399392898E-07	6.65666689368599E-07	5.82513843962172E-07	5.59619821372188E-07	4.74917812838045E-07	4.89845388924373E-07	4.5611382091363E-07	4.59299677538935E-07
P0A6U8		9.10102221027906E-07	8.1457865969594E-07	6.12093426904457E-07	7.73210492517923E-07	9.35844089811884E-07	5.85866196786709E-07	7.43087355089083E-07	8.09360241090334E-07	8.56012845728218E-07	6.30201240502609E-07	7.2079328748834E-07	1.35528578540512E-06	1.19177052544885E-06	1.10763397296982E-06	1.06514302920462E-06	3.90271933867684E-06	3.76997686371675E-06	3.73062712322441E-06	3.23533365050563E-06	2.6301930121925E-06	1.55242278690099E-06	1.6185957202412E-06	1.52116327147915E-06	1.41597983205023E-06	1.38780416306444E-06	1.41070066965761E-06	1.38314985911487E-06	1.26364580839328E-06
P0A6V1		6.29232673357138E-07	4.6644007898527E-07	4.21295880394542E-07	4.1280091372979E-07	4.93533063309787E-07	4.24950549317499E-07	5.56181424652425E-07	4.96160338078385E-07	6.2339650257223E-07	4.15193241143214E-07	4.84743179978083E-07	1.05347555344208E-06	9.04055062339349E-07	8.0079070138767E-07	7.99367012644684E-07	4.24931909892137E-06	4.73324039599915E-06	4.74602151375497E-06	3.82608295150314E-06	3.07199700390955E-06	9.8488670454947E-07	1.17942522643098E-06	1.03666944371673E-06	9.33183731597418E-07	1.02679543423363E-06	9.3493332597155E-07	8.94503050968719E-07	8.62186788107985E-07
P15067		2.42320541361693E-07	1.07540634873563E-07	1.60843659029591E-07	2.1557634038575E-07	1.54991314974899E-07	1.96475843953542E-07	1.80463527368374E-07	1.55570691844177E-07	1.99244542779365E-07	1.51172623642477E-07	1.52310754731366E-07	1.96166057226243E-07	1.73819524295109E-07	1.60078467955565E-07	1.4326988392684E-07	NaN	NaN	NaN	NaN	NaN	1.65174736451843E-07	NaN	1.39789395521764E-07	NaN	NaN	NaN	NaN	NaN
P07762		1.45357320043977E-07	1.48459115452233E-07	1.47174226250873E-07	1.59063826989317E-07	1.41854504635019E-07	1.34409392391701E-07	1.48308693119278E-07	1.55665993664714E-07	1.65933125636235E-07	1.46179694774915E-07	1.66919601543966E-07	1.57764439435227E-07	1.51901571753513E-07	1.26741891131813E-07	1.33673663734325E-07	1.5701150288778E-06	1.59990409073389E-06	1.25999680553473E-06	1.27131866181449E-06	1.20796658600905E-06	NaN	2.36961674894596E-07	1.45621724775896E-07	NaN	1.79519692043162E-07	2.54735418108257E-07	2.1211582935045E-07	1.46378102721081E-07
P0A9Q9		1.82080827439073E-05	1.83463881099909E-05	1.16599469171586E-05	1.06027220238774E-05	1.1880228336799E-05	2.43968816286538E-05	1.70408041679902E-05	1.11658853202745E-05	1.65975192622234E-05	1.20693718450269E-05	1.86599341405739E-05	6.823305384605E-06	8.65684130191197E-06	1.03405448699166E-05	1.49032666684555E-05	2.738832513117E-05	3.71185800148062E-05	4.09031998126448E-05	4.75434433610463E-05	5.74444821567426E-05	2.22423285615482E-05	2.30403221131006E-05	2.39802478819748E-05	2.62467376274521E-05	2.7671945958129E-05	2.95845431409266E-05	3.41100114629945E-05	3.87208376651194E-05
P46859		NaN	9.20538314638545E-08	NaN	1.0842570056157E-07	NaN	NaN	NaN	1.06128107349716E-07	NaN	9.07308792652308E-08	1.08051359573193E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0ACP5		1.00787492772215E-06	1.06325150302988E-06	9.59633802610347E-07	1.3207124655762E-06	1.0504262688875E-06	1.02279417152693E-06	1.16666582664669E-06	1.00024978762543E-06	8.48666218986682E-07	1.02577383148657E-06	1.54134155240938E-06	1.05916958642489E-06	8.39559188745646E-07	7.60199749984661E-07	7.9944183697367E-07	1.64982089708735E-06	1.21792981953525E-06	1.22502484947057E-06	1.10551636651749E-06	9.84850538255819E-07	NaN	NaN	NaN	1.31503385407849E-07	1.11762281732325E-07	1.08532001030303E-07	NaN	NaN
P46852		1.75089499143882E-07	1.85008651490513E-07	2.41176340069743E-07	4.09658799769795E-07	1.73390531795959E-07	1.4392400400709E-07	2.30058594775695E-07	2.0019100421948E-07	1.51783321254591E-07	2.01101912318099E-07	2.04902603256725E-07	3.00221199502726E-07	2.06575493104514E-07	1.56325482262828E-07	1.23909088801591E-07	5.65650003609305E-06	3.55964193371934E-06	2.25274748350576E-06	2.31116826190935E-06	1.90418526817273E-06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P46853		7.31556000546434E-07	6.91687219686299E-07	7.31809922965033E-07	6.6437495100505E-07	7.40923785514455E-07	7.51388546341582E-07	7.84962975032928E-07	5.90814106235477E-07	8.14992502442599E-07	6.94758250469916E-07	8.31026956276748E-07	6.2602582161657E-07	5.88567182543592E-07	6.54046864161605E-07	6.05310115418279E-07	1.33441914081372E-06	1.53901766362938E-06	1.53745776343083E-06	1.37321536833238E-06	1.38056199507391E-06	1.00370572723039E-06	1.04781717351067E-06	9.77759796031258E-07	9.82176496908964E-07	9.84852532567592E-07	9.22191809479056E-07	1.07536403627661E-06	1.02352896178189E-06
P46854		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P18956		3.34514362352861E-07	2.4573188066667E-07	6.50169730963439E-07	4.79286223607947E-07	5.42988160715037E-07	3.05087704665528E-07	5.32146305513059E-07	4.01049121182717E-07	4.28620319071278E-07	4.29957487833623E-07	2.34733507735788E-07	4.17094536959106E-07	4.46584331035172E-07	4.38742897241409E-07	3.87290726833958E-07	2.15583239375097E-06	1.54178522849777E-06	1.65258846195573E-06	1.51486437023255E-06	1.09786782360849E-06	NaN	3.80536366207517E-07	NaN	4.00597536363359E-07	3.61116025794066E-07	NaN	NaN	2.63397285320589E-07
P0ADX7		3.48822563332506E-07	1.93933538197535E-07	2.55915554544188E-07	6.59798393715491E-07	7.84713153314055E-07	1.90274514222841E-07	2.23520889886874E-07	2.81902785147682E-07	2.18486666518841E-07	1.99580629303763E-07	2.17238962787365E-07	5.07298612956485E-07	3.54533768760588E-07	3.20240801513203E-07	1.86406109587538E-07	3.7120592789256E-06	NaN	NaN	NaN	NaN	6.27300841598054E-07	NaN	NaN	4.50364848899321E-07	NaN	4.44160503363736E-07	3.63182274526344E-07	3.60336721067774E-07
P10908		4.3736276113774E-07	3.38176707167213E-07	5.89271417395639E-07	4.50916122201035E-07	4.19955401888617E-07	3.44864805366736E-07	4.79844666402495E-07	3.7457427543761E-07	3.94362897936772E-07	4.56657955098047E-07	5.34088618100643E-07	6.54760825273985E-07	6.30999951592112E-07	4.89628351298797E-07	4.05529157024409E-07	1.35172900108145E-06	1.13485255412239E-06	7.85183312842009E-07	6.25318702171728E-07	6.06952135317887E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P10907		5.77797534973124E-08	NaN	7.92034670279968E-08	7.16993975364098E-08	NaN	5.08331857068006E-08	NaN	8.37893606159034E-08	NaN	1.1608559617082E-07	NaN	3.24930654260669E-07	2.23147013513999E-07	1.60330064761782E-07	9.78515162320534E-08	1.10566732460122E-06	7.8608906134439E-07	5.50846047531496E-07	3.55808203352079E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AG80		3.57486244659631E-07	1.68229864481312E-07	6.12251913081601E-07	7.05814424970202E-07	3.90224725856258E-07	2.00125769452183E-07	3.30125506339274E-07	4.05718910389017E-07	3.86573460816294E-07	3.16504881495306E-07	1.44573476604692E-07	1.45788431459298E-06	1.02298293727808E-06	6.84867472923188E-07	3.94866690143838E-07	1.17566658802691E-05	7.29917558388383E-06	3.59290303150122E-06	2.03310347167832E-06	1.389468522014E-06	5.044455908387E-06	4.87962663067621E-06	3.49342269433063E-06	3.04625805389222E-06	2.04154737299027E-06	1.4753879205949E-06	1.15063112314415E-06	7.33457719979965E-07
P22731		2.25955809966014E-07	3.38363704793455E-07	5.99394721960748E-07	5.12984257381808E-07	4.43060055161827E-07	3.89177735813829E-07	5.3637770634489E-07	2.98733086654471E-07	5.22818163318923E-07	4.35047934843129E-07	3.55265511746411E-07	3.81500209847986E-07	4.53019403194184E-07	4.02680688350306E-07	3.86542483544093E-07	2.20786261327665E-06	2.05106748364221E-06	2.20137141567625E-06	1.97090874118148E-06	1.84913588697245E-06	1.34303338896627E-06	1.31153524434053E-06	1.30031143858577E-06	1.4816077018064E-06	1.45429029160309E-06	1.13539280780399E-06	1.12095142067739E-06	1.05848338679144E-06
P0A9S7		3.70547400599765E-07	6.09884258097367E-07	5.78018898818375E-07	5.89282981149515E-07	6.71206502570356E-07	3.59181018002183E-07	5.81607950371628E-07	4.73821591344573E-07	4.80912199275419E-07	7.00336288189146E-07	4.49429449040959E-07	8.09135328793867E-07	8.09440148001399E-07	9.08809596856835E-07	8.76492189747485E-07	1.35520103700724E-06	1.4393350090062E-06	1.45523592715912E-06	1.41296766371466E-06	1.32103419072297E-06	1.49541301005586E-06	1.52257931900176E-06	1.5971831975672E-06	1.58260776832723E-06	1.59918883169102E-06	1.37131956116489E-06	1.38668391674753E-06	1.50762171983534E-06
P22729		7.31162196849747E-08	2.25366139190456E-07	1.60170092776727E-07	1.62433630366703E-07	1.79651643156779E-07	1.25001089285981E-07	1.62203698553535E-07	1.92852764038151E-07	1.82417748379573E-07	2.33633964470808E-07	1.5337485591895E-07	2.02734058062223E-07	2.52080646228954E-07	2.4042171474086E-07	2.55506377406541E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P04816		2.42513067613407E-06	3.93269607815054E-06	4.98068565680584E-06	3.86655337930788E-06	5.18715790967171E-06	4.69079211681165E-06	4.43860605004232E-06	3.74968824974632E-06	3.697506919654E-06	4.67394702526144E-06	3.38055929488901E-06	3.21559257057361E-06	4.33348887508122E-06	4.62478959267931E-06	4.36652336666331E-06	7.29590482540301E-06	8.09356733983338E-06	1.18126210099718E-05	1.27961632448353E-05	1.35273035637019E-05	5.87585348116167E-06	5.81492058417032E-06	6.8589720968674E-06	7.62439142919222E-06	6.93714723320061E-06	6.79549195621745E-06	6.41559004460778E-06	7.07462120607874E-06
P37613		NaN	NaN	NaN	5.87211007451257E-08	7.29438679398595E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AD96		4.62148109467756E-05	4.26661263939627E-05	5.5425706627909E-05	5.23962302641312E-05	6.32401056237421E-05	4.06943836768889E-05	4.48401927356449E-05	5.29417242580169E-05	4.43496131196942E-05	5.82996413676635E-05	3.19258852544423E-05	6.15515696085284E-05	7.36645934362642E-05	7.2889397871509E-05	5.55276957233253E-05	0.000122127857302599	0.00013563367449905	0.000118637857364841	9.50160873808231E-05	8.07055629593677E-05	0.000131276538977727	0.000123921858578512	0.000129020643731632	0.000121169590716037	9.99520662919722E-05	7.93747119091472E-05	6.40809271758173E-05	5.7887222205056E-05
P0AGB3		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AC30		5.65327084578021E-08	1.1719651230135E-07	6.37708755285447E-08	1.07105101940702E-07	1.20305526270479E-07	5.9585919669561E-08	5.69523679527569E-08	1.10778836191909E-07	6.97225069388546E-08	7.77024555014358E-08	9.78071311910238E-08	1.40894211481519E-07	1.2545971510013E-07	1.06593180233935E-07	1.13321446250006E-07	NaN	NaN	NaN	NaN	NaN	2.50763882106751E-07	2.86788304439557E-07	NaN	2.49951510738829E-07	3.30531300605727E-07	2.79017130393599E-07	2.62159466764465E-07	2.54891741953296E-07
P0A9R7		3.16027466591699E-07	6.41197860600861E-07	4.0818114923583E-07	6.27352651737281E-07	4.75095434762587E-07	4.42154809798958E-07	5.07215349260647E-07	5.9704684529858E-07	5.78712909788091E-07	6.02194030136127E-07	5.7829390641877E-07	5.10423710128443E-07	4.12473610192291E-07	4.37505879610842E-07	4.3549630078349E-07	1.53891702490689E-06	1.44210257387459E-06	1.28052710492204E-06	1.17631570778695E-06	1.13807299324197E-06	3.62169061821842E-06	3.13346965801393E-06	3.46070668024392E-06	3.12123076401315E-06	2.9552264654476E-06	2.91724012703472E-06	3.05181185023359E-06	2.90934497691893E-06
P10121		1.50988712906608E-06	1.51145081356441E-06	1.55990019854539E-06	1.52520033133501E-06	1.77702248055174E-06	2.03625091228793E-06	1.71171599866042E-06	1.75250517785015E-06	1.7702351285428E-06	1.40974176357914E-06	1.57829652416126E-06	1.90477321018305E-06	1.65877290498855E-06	1.89601256525078E-06	1.58040206468768E-06	3.95469923884127E-06	3.62052836082385E-06	3.31337897979414E-06	3.15069648489423E-06	3.165741973906E-06	1.7476768338895E-06	1.67529060460728E-06	1.73087991270717E-06	1.66096403570955E-06	1.76581854759274E-06	1.58803841671759E-06	1.65039145503263E-06	1.62638426273224E-06
P0ADX9		5.86767508064339E-08	6.72851458788432E-08	7.32206138407895E-08	6.06564607929488E-08	8.13176242383795E-08	8.79171374963906E-08	7.40685749211557E-08	NaN	9.27687743883317E-08	6.47715498795854E-08	7.61643951723573E-08	NaN	NaN	5.4680372551161E-08	6.11688889464375E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37614		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37615		8.6877471085887E-08	6.43781827799847E-08	1.00103831638936E-07	1.04190677398098E-07	1.31118427178889E-07	1.06857770302445E-07	9.35673274029731E-08	8.34462740619711E-08	9.41777165031469E-08	6.29967196961942E-08	5.96978801848219E-08	1.71509570216977E-07	1.42128003512006E-07	1.00051663272293E-07	9.28756983544533E-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P37617		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.06927679737972E-06	2.12026570047831E-06	1.06680216218886E-06	9.00590129640707E-07	9.33737335959107E-07	1.05945135454444E-06	2.71164917770243E-06	3.07335549738866E-06
P0A890		6.38530816195593E-07	6.27224037985296E-07	6.22474271507426E-07	6.98095753720649E-07	5.92174376037306E-07	4.84784522176288E-07	4.88459950979017E-07	6.88060083911169E-07	6.16714091399107E-07	8.30952087509707E-07	6.62412007077987E-07	5.32829067818925E-07	3.72605193207136E-07	5.5894327141158E-07	5.34545006279327E-07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
